TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,46178,20,7,7,5,5,10,12.29,12.29,13.2,18,29,14,28,27,6,14,12,A,1,49,49,F,H,"$109,600 ",40,"$48,866 "
0,1818,,2,11,1,6,15,18,10.73,20,18,57,22,43,73,8,18,28,A,1,36,57,F,U,"$75,700 ",42,"$48,866 "
0,154297,,2,2,2,2,25,22.5,22.5,22.5,17,21,13,21,19,6,10,8,N,0,40,,M,U,"$93,300 ",30,"$48,866 "
0,46194,,2,9,0,5,15,14.5,10.67,,18,92,13,33,63,6,6,27,A,1,47,82,M,H,"$60,700 ",36,"$32,316 "
0,187847,,4,6,3,5,12,10.75,9.17,11.33,17,64,6,12,23,1,4,9,E,1,29,,M,U,"$56,500 ",66,$0 
1,46201,15,3,3,2,2,25,15,15,20,21,26,13,25,23,6,12,10,N,1,14,67,M,H,"$244,400 ",31,"$106,480 "
0,4417,,8,31,6,12,6,8.25,7.53,8.67,16,76,34,53,102,6,17,25,S,1,0,74,M,H,"$77,800 ",0,"$38,184 "
0,46223,,2,2,1,1,25,17.5,17.5,10,20,21,13,21,18,6,10,8,N,0,37,60,F,H,"$77,800 ",52,"$38,184 "
1,46242,25,2,2,1,1,20,15,15,10,18,32,10,25,23,4,10,9,A,0,46,,F,U,"$77,000 ",34,"$48,398 "
0,46250,,1,3,1,2,15,15,9,15,21,54,10,21,29,4,9,12,A,0,32,75,M,H,"$51,600 ",20,"$31,318 "
0,46256,,1,6,0,5,15,15,8,,24,110,9,21,50,4,4,21,A,1,32,47,F,H,"$50,500 ",22,"$25,601 "
1,12880,10,7,13,3,4,10,7.14,7.85,6,4,41,31,52,57,8,18,17,A,1,23,83,M,H,"$144,200 ",52,"$59,035 "
0,11511,,3,13,3,7,15,14.67,9.85,14.67,16,113,27,49,96,6,17,30,A,1,23,81,M,H,"$112,500 ",54,"$59,035 "
0,46296,,6,18,3,8,8,8.33,6.44,8,20,75,12,32,57,6,17,24,S,1,40,42,F,H,"$65,600 ",47,"$39,577 "
0,46322,,5,7,4,5,10,10.4,9.14,10.5,23,43,12,33,34,6,16,15,A,1,29,33,M,U,"$99,700 ",55,"$40,896 "
0,46305,,2,4,1,3,7,7,7.25,7,16,44,8,18,20,4,9,10,A,0,28,69,M,H,"$69,300 ",35,"$40,896 "
1,46358,9,7,15,5,9,11,10.29,7.47,10.8,18,88,14,33,58,6,16,23,S,1,39,79,M,H,"$71,500 ",32,"$46,679 "
1,49943,10,7,13,6,9,15,13,11,14.33,16,86,29,50,79,12,22,32,N,1,49,57,M,H,"$98,000 ",28,$0 
0,46409,,1,6,1,4,20,20,15,20,19,67,13,33,52,6,15,19,A,0,43,,M,U,"$76,500 ",24,"$33,556 "
0,46435,,4,6,2,3,5,7.5,6.33,7.5,17,68,12,25,40,6,12,14,A,0,37,85,F,H,"$76,100 ",56,"$35,635 "
0,46422,,1,1,0,0,25,25,25,,16,16,12,17,14,5,5,6,F,0,41,65,F,H,"$68,400 ",50,"$35,635 "
1,46419,4,9,41,5,21,4,5.33,5,5,15,129,12,33,81,5,16,33,S,1,52,57,M,H,"$68,400 ",28,"$35,635 "
0,46466,,3,6,1,3,22,13.33,9.5,22,17,53,15,35,44,6,15,17,S,1,30,67,U,U,"$52,000 ",35,$0 
1,46461,12,6,6,4,4,13,11.33,11.33,10.75,16,33,16,33,32,6,14,12,A,1,27,79,M,H,"$71,900 ",41,"$38,325 "
0,46500,,2,16,2,8,15,15,9.19,15,17,86,13,35,71,6,17,26,S,1,28,65,F,H,"$79,500 ",50,"$41,426 "
1,46495,15,2,7,1,4,20,20,17.71,20,24,62,12,32,48,6,16,21,A,1,28,67,F,H,"$88,000 ",45,"$41,426 "
1,46560,5,3,11,1,6,15,12.33,9.36,15,17,77,12,32,57,6,15,22,S,1,34,39,M,H,"$193,000 ",33,"$71,429 "
1,46552,20,2,3,0,1,16,13,10.33,,17,41,10,28,30,4,4,11,A,0,34,,F,H,"$193,000 ",33,"$71,429 "
0,46546,,5,7,4,4,5,4.6,4.57,4.75,17,28,13,25,25,6,12,10,A,1,42,48,M,H,"$177,000 ",34,"$71,429 "
1,189943,200,4,25,3,17,250,64.25,12.76,84.67,17,129,10,29,69,3,11,29,F,1,0,81,M,U,"$143,700 ",45,"$71,429 "
0,46572,,4,15,3,7,10,11,9.8,10.67,18,63,14,35,54,5,15,22,A,1,29,70,F,U,"$87,500 ",42,"$42,660 "
0,2996,,6,8,3,3,10,16.67,14.38,15.67,16,41,23,42,44,4,14,13,A,0,23,48,F,U,"$123,200 ",0,$0 
0,46652,,6,24,5,15,6,6.5,4.67,6.6,19,93,12,32,68,5,15,26,S,1,39,75,F,H,"$71,500 ",39,"$46,455 "
1,46671,10,2,11,0,6,25,22.5,9.82,,18,115,13,33,70,6,6,29,A,0,35,40,M,H,"$74,600 ",25,"$62,714 "
1,46687,10,3,26,2,11,5,5,5.12,5,17,130,12,28,71,5,11,28,S,1,36,,F,U,"$41,300 ",29,"$38,339 "
0,46709,,1,1,0,0,25,25,25,,19,19,10,15,12,4,4,5,F,0,21,,M,U,"$36,300 ",15,$0 
0,46737,,1,3,1,2,25,25,15,25,21,53,12,29,38,6,13,16,A,0,16,48,F,H,"$51,500 ",41,"$50,289 "
1,46755,5,6,6,4,4,10,4.83,4.83,5.25,16,32,12,26,27,5,11,10,S,1,43,,F,U,"$40,200 ",35,"$37,647 "
0,95494,,6,7,3,3,10,11.83,11,15,20,32,12,26,25,6,13,11,A,1,30,83,F,U,"$42,800 ",28,"$45,720 "
1,46844,10,3,13,1,5,10,10,7,10,18,125,8,22,54,4,11,23,S,1,51,,M,U,"$45,300 ",29,"$31,250 "
1,46884,15,2,9,0,5,15,13,9.78,,19,92,12,29,50,5,5,20,S,1,51,,F,U,"$39,700 ",22,$0 
0,46905,,3,5,0,1,15,9.67,7.8,,19,53,12,28,38,6,6,15,A,0,51,,M,H,"$44,400 ",29,"$38,810 "
0,15015,,4,9,3,7,9,7.75,7.56,8,20,89,6,14,34,2,6,15,E,1,49,,F,U,"$55,500 ",41,$0 
0,47180,,3,4,2,2,20,16.67,17.5,15,21,32,12,31,30,6,15,13,A,0,32,57,F,H,"$55,000 ",35,"$51,657 "
1,46957,10,2,3,2,3,10,7.5,6,7.5,15,21,10,16,15,4,7,6,N,1,53,79,F,H,"$48,200 ",30,"$38,497 "
1,46981,30,5,18,4,12,25,29,20.72,30,17,113,16,37,76,6,17,30,S,1,34,76,M,U,"$95,200 ",36,"$66,514 "
0,47021,,4,6,2,2,10,10.5,9.5,11,22,40,12,32,34,6,15,14,A,0,49,,F,U,"$34,900 ",22,$0 
0,47042,,2,4,0,0,20,20,13.75,,18,51,12,30,37,6,6,15,A,0,36,,M,U,"$42,000 ",29,$0 
0,47055,,1,1,1,1,15,15,15,15,16,16,10,15,12,4,6,5,F,0,36,34,M,U,"$50,800 ",28,"$37,091 "
1,47111,5,7,23,5,12,5,4.71,3.78,4.6,18,105,12,34,73,6,17,29,S,1,51,73,M,U,"$45,300 ",29,"$47,353 "
1,10631,15,4,27,4,11,10,10.5,10.96,10.5,4,130,37,55,130,10,19,36,S,1,31,,U,U,"$55,000 ",24,$0 
0,47137,,2,3,1,1,15,12,9.67,15,21,52,10,21,31,4,8,10,A,0,32,49,U,H,"$42,100 ",44,"$33,884 "
1,47161,10,3,15,3,11,10,11.33,8.8,11.33,20,128,12,33,83,5,15,32,A,1,12,78,M,H,"$66,100 ",48,"$31,774 "
0,47169,,4,8,2,3,13,10.75,10,12,16,42,14,35,38,6,16,15,A,0,32,83,F,H,"$36,800 ",28,"$22,728 "
0,13111,,2,9,0,3,10,13.5,10.44,,11,104,24,42,66,4,4,20,A,1,32,61,M,H,"$37,500 ",30,"$34,364 "
1,47191,5,5,7,3,4,5,5,4.14,5,16,52,12,24,27,5,10,10,A,1,22,71,F,H,"$95,000 ",17,"$54,188 "
0,6164,,6,24,5,10,10,11.17,9.71,11,18,88,25,43,96,6,17,27,S,1,12,85,M,H,"$64,300 ",21,"$51,054 "
0,47233,,1,11,1,7,25,25,13.91,25,24,124,8,22,46,4,10,17,A,1,40,75,M,H,"$70,500 ",26,"$51,054 "
0,47230,,4,13,2,5,25,30.25,23.15,24.5,27,68,12,34,55,5,16,22,A,1,40,51,F,H,"$96,500 ",35,"$51,054 "
1,47251,5,6,10,3,5,5,5,5,5,16,100,9,28,45,3,11,17,A,0,32,73,F,H,"$43,500 ",27,"$26,170 "
0,47280,,3,15,1,8,10,10,7.4,10,17,128,13,33,67,6,15,28,S,1,32,73,F,U,"$46,400 ",28,"$41,842 "
1,47276,6,5,11,1,5,8,7.6,7.18,10,18,76,12,32,54,5,14,20,S,1,36,57,M,H,"$48,500 ",34,"$41,842 "
1,47245,5,6,7,4,5,3,5.5,5.14,5.75,4,32,14,31,29,7,15,13,A,1,32,,F,H,"$67,900 ",26,"$41,842 "
0,47283,,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,17,59,M,U,"$56,600 ",33,"$44,876 "
1,47282,15,2,4,2,2,10,7.5,7.5,7.5,19,23,13,24,24,6,11,9,N,0,18,40,F,H,"$55,800 ",32,"$44,876 "
1,47371,5,5,14,3,6,6,6.2,5.29,7,16,69,14,36,57,5,16,21,A,0,32,76,F,H,"$28,800 ",30,"$24,380 "
1,47385,15,1,1,1,1,15,15,15,15,17,17,10,14,12,4,6,5,F,0,13,37,M,H,"$243,200 ",48,"$118,275 "
1,47404,10,3,17,2,10,10,8,5.24,9.5,22,124,11,31,69,5,14,30,A,1,36,55,F,H,"$47,500 ",46,"$33,116 "
0,47420,,2,6,0,1,17,15,12,,20,52,13,33,43,6,6,17,A,0,13,,F,U,"$137,200 ",38,$0 
0,47418,,3,6,1,1,15,15,11.67,20,18,43,7,22,25,4,12,11,A,0,13,22,F,H,"$127,300 ",46,"$78,060 "
0,188454,,2,5,2,3,25,32.5,28,32.5,6,42,19,40,42,8,19,18,A,0,13,57,U,U,"$127,300 ",46,$0 
1,47448,5,5,7,2,2,5,5,4.57,5.5,17,32,12,24,25,6,12,10,A,0,20,,M,U,"$71,400 ",39,"$55,522 "
0,47216,,2,13,2,8,10,11,7.54,11,18,127,13,32,67,6,15,30,A,1,24,27,M,U,"$133,200 ",26,"$96,067 "
0,47508,,2,2,2,2,30,30,30,30,23,28,13,27,25,6,13,11,A,0,35,48,M,H,"$101,300 ",28,"$88,242 "
0,47505,,1,2,0,0,20,10,15,,26,28,9,22,21,4,4,9,A,0,35,47,F,H,"$142,300 ",40,"$88,242 "
0,190674,,7,45,6,27,15,14.14,9.8,13.17,16,125,12,32,82,5,16,33,S,1,34,46,F,U,"$136,900 ",29,"$88,242 "
1,47531,15,1,6,0,2,15,15,10.67,,26,65,9,28,49,4,4,19,A,1,25,43,F,H,"$52,300 ",25,"$27,410 "
1,47525,20,3,3,0,0,18,14,14,,15,32,11,29,27,5,5,12,A,0,32,61,M,H,"$34,900 ",23,"$27,410 "
0,47545,,3,3,1,1,15,11.67,11.67,10,18,35,10,27,25,4,12,11,A,0,27,53,F,H,"$55,200 ",30,"$41,213 "
1,47569,10,4,13,2,8,10,8.75,9.15,10,16,98,15,33,64,6,15,26,A,1,27,,F,U,"$86,300 ",33,$0 
0,47590,,2,4,1,1,10,12.5,11.25,13,18,31,12,25,24,6,12,10,A,0,42,25,M,H,"$80,400 ",41,"$46,621 "
0,47610,,6,11,3,3,14,9.33,7.91,8.67,18,48,13,32,34,6,15,13,S,1,47,,F,U,"$42,900 ",14,$0 
0,47645,,6,9,4,5,5,5.5,5.11,5.25,18,40,13,34,35,6,16,15,A,1,51,44,F,U,"$57,900 ",23,"$43,472 "
1,47688,10,4,5,3,3,20,13.75,12,16.67,16,32,14,27,28,6,11,9,A,1,45,,F,U,"$45,500 ",27,$0 
1,47709,20,7,18,6,14,15,13,11.44,13.17,17,104,16,36,76,6,17,28,S,1,51,77,U,H,"$36,700 ",23,"$32,760 "
1,47738,12,2,12,0,8,13,12,8.17,,19,88,8,22,54,4,4,20,S,1,51,73,F,H,"$41,900 ",29,"$35,731 "
1,47827,10,4,16,1,9,10,10,8.63,10,19,124,15,35,77,6,16,32,A,1,49,43,M,H,"$57,000 ",31,"$41,040 "
1,47819,10,3,10,3,10,10,14.67,12.7,14.67,17,105,12,29,69,6,16,27,A,1,35,59,M,U,"$68,200 ",44,"$41,040 "
1,47810,7,4,14,3,6,6,5.5,4.5,5.33,16,56,13,34,48,6,16,19,A,1,43,,F,U,"$46,500 ",19,$0 
0,47846,,2,9,2,6,15,12.5,9.44,12.5,18,109,11,28,66,4,10,23,A,1,49,,M,H,"$56,200 ",26,"$46,513 "
0,47880,,2,7,0,4,20,20,14.43,,19,99,13,34,65,6,6,27,A,1,24,,M,U,"$83,800 ",27,$0 
1,47869,20,2,5,2,4,50,55,37.2,55,21,53,13,33,47,6,16,19,A,0,30,73,F,H,"$40,200 ",32,"$35,057 "
1,47860,7,4,4,3,3,10,6.75,6.75,5.67,18,29,12,24,23,6,12,10,A,1,40,64,M,H,"$54,900 ",40,"$35,057 "
1,47914,5,3,7,1,3,6,7.33,4.71,10,20,76,11,24,36,5,10,13,A,0,36,78,F,U,"$48,800 ",32,$0 
0,47922,,5,9,4,7,12,10.4,8.44,10.5,17,52,14,33,44,6,16,18,S,1,49,,M,U,"$54,900 ",28,$0 
1,11317,9,7,12,4,6,9,8.29,7.08,8.5,16,44,16,36,55,6,16,16,S,1,40,69,F,H,"$53,700 ",37,"$46,604 "
0,47977,,1,8,0,5,6,16,9.75,,18,101,12,28,60,5,5,22,S,1,51,69,M,U,"$42,500 ",19,"$38,242 "
0,47991,,1,1,1,1,25,25,25,25,17,17,13,18,16,5,7,6,F,0,51,,M,U,"$36,200 ",23,"$30,214 "
1,403,35,1,10,1,4,35,20,33.5,20,7,83,21,37,52,8,16,21,A,0,0,58,U,U,"$76,500 ",0,"$60,721 "
1,48003,10,1,18,0,11,10,10,7.61,,23,126,10,27,67,4,4,28,A,1,40,,U,U,"$76,500 ",34,"$60,721 "
0,48012,,4,14,1,8,15,13.75,9.14,10,18,106,15,37,69,6,17,29,A,1,43,78,M,H,"$47,800 ",33,"$37,005 "
1,48006,5,4,5,2,2,10,6.75,6.6,6,16,28,13,27,24,6,13,11,A,1,43,,F,U,"$48,600 ",33,"$37,005 "
1,24915,10,2,2,2,2,15,10,10,10,21,26,11,23,21,5,11,9,N,0,0,44,F,H,"$85,300 ",0,"$65,784 "
1,48047,6,4,5,1,1,6,5.75,5.8,5,15,31,12,24,23,5,9,8,A,0,35,,F,U,"$107,500 ",32,$0 
0,48037,,2,2,2,2,25,20,20,20,17,21,13,21,21,6,10,8,N,0,34,,M,U,"$93,500 ",25,"$73,268 "
1,130684,6,9,18,5,7,6,4.67,4.5,4.8,18,45,14,33,45,6,17,17,S,1,35,,U,U,"$117,500 ",36,$0 
0,48120,,2,16,2,8,11,8,5.5,8,24,105,11,28,61,5,13,26,A,1,49,,F,H,"$67,200 ",37,"$43,526 "
1,48135,8,7,15,3,7,10,7.43,6.87,7.33,17,52,13,35,49,6,17,20,S,1,24,37,M,H,"$68,100 ",33,"$61,132 "
0,48207,,2,2,2,2,24,21.13,21.13,21.13,17,23,13,25,23,6,12,10,N,0,30,39,M,U,"$41,300 ",19,"$24,955 "
1,48234,10,3,19,2,15,10,10,10,10,16,123,13,33,79,6,15,30,S,1,12,45,F,H,"$106,300 ",31,"$71,308 "
1,48232,15,5,19,3,9,20,14,8.16,15,15,93,14,34,64,6,16,24,S,1,15,,F,U,"$81,400 ",17,"$71,308 "
0,48225,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,12,37,M,H,"$133,200 ",31,"$71,308 "
0,48246,,3,4,1,2,20,14.67,12.25,15,19,44,12,29,33,6,13,13,A,0,24,65,F,H,"$62,700 ",45,"$43,759 "
0,48277,,6,8,2,3,10,9,7.75,10,16,41,14,34,34,6,16,15,A,0,39,64,F,H,"$72,500 ",31,"$50,801 "
0,48274,,2,2,2,2,16,13,13,13,24,29,9,22,21,4,10,9,A,0,40,25,F,H,"$78,100 ",34,"$50,801 "
0,48293,,1,8,0,5,50,50,25.88,,18,65,13,35,56,6,6,22,A,1,22,51,M,H,"$77,800 ",22,"$31,878 "
1,48314,5,5,14,4,8,10,7.2,8,6.5,16,130,9,24,40,4,13,20,A,1,41,64,F,H,"$26,600 ",34,"$38,714 "
1,48338,25,1,1,1,1,25,25,25,25,16,16,12,17,14,5,7,6,F,0,36,54,M,H,"$51,100 ",31,"$46,910 "
1,48367,11,6,22,5,15,11,11.5,8,11.4,22,127,13,35,80,6,17,33,S,1,36,,M,U,"$47,800 ",27,"$37,149 "
0,48365,,2,14,0,7,10,10,7.64,,19,103,13,33,66,6,6,27,S,1,36,62,M,H,"$39,200 ",33,"$38,389 "
0,48360,,1,5,1,3,17,17,8.6,17,22,67,10,26,47,4,10,16,A,0,36,,F,U,"$51,600 ",33,$0 
1,48353,10,3,4,1,1,10,10,10,10,18,31,12,26,24,6,12,10,A,0,41,,M,H,"$37,400 ",30,"$38,389 "
1,131537,7,6,9,4,4,5,9.33,8.44,9.5,16,35,14,32,32,6,15,13,A,1,27,,F,U,"$40,800 ",40,$0 
1,48455,8,8,12,6,8,10,7.38,6.33,6.83,16,44,9,28,34,4,14,14,A,1,51,,M,U,"$38,700 ",20,"$34,970 "
1,48487,25,1,13,0,5,34,34,10,,26,102,12,33,68,5,5,27,A,1,50,51,F,H,"$36,400 ",21,"$26,974 "
0,48490,,4,20,2,10,10,9.75,7.7,10.5,18,104,12,28,58,6,15,27,S,1,46,82,M,U,"$67,500 ",26,"$42,768 "
1,48506,18,8,24,5,12,16,15.13,11.46,13.8,17,63,14,36,62,6,17,22,S,1,53,,F,U,"$87,500 ",25,$0 
0,48509,,8,26,6,15,15,14,11.27,13.83,19,89,14,33,61,6,17,26,S,1,39,,M,U,"$39,500 ",27,$0 
0,48522,,3,13,1,10,25,18,10.54,14,17,126,13,33,68,6,16,30,S,1,39,41,F,H,"$61,500 ",26,"$35,060 "
0,48516,,1,2,1,2,16,16,13,16,18,41,11,25,27,4,9,9,A,0,36,,F,H,"$46,300 ",25,"$35,060 "
0,48528,,2,15,2,11,12,12,6.9,12,24,130,10,28,63,4,12,26,A,1,50,,F,U,"$29,500 ",24,$0 
0,48547,,1,3,1,3,15,15,10.33,15,20,56,10,24,35,4,9,12,A,0,44,,F,U,"$82,300 ",42,$0 
1,48551,20,2,2,2,2,20,15,15,15,22,29,10,23,22,4,10,9,A,0,50,53,F,H,"$38,000 ",26,"$33,421 "
0,48567,,1,1,1,1,20,20,20,20,23,23,8,18,16,3,7,6,N,0,40,76,M,H,"$79,500 ",33,"$57,220 "
1,190746,11,5,7,3,3,10,11.8,10.71,10.67,18,32,12,31,29,6,15,13,A,1,35,60,M,U,"$71,000 ",43,"$57,220 "
1,186013,15,4,12,1,4,15,12,9.5,13,10,99,22,39,67,7,15,25,A,1,39,77,F,H,"$55,400 ",40,"$45,691 "
1,48587,15,2,3,0,0,15,13.5,12.33,,18,31,12,26,24,6,6,10,A,0,43,74,M,U,"$42,500 ",29,"$45,691 "
0,48629,,3,5,1,2,25,25,20.6,25,26,40,11,29,33,5,15,14,A,1,51,60,M,U,"$40,500 ",28,"$36,218 "
0,48642,,1,2,0,0,15,15,12.5,,18,44,10,22,26,4,4,9,A,0,47,,M,U,"$54,400 ",23,$0 
0,48631,,1,1,1,1,25,25,25,25,16,16,11,16,14,5,7,6,F,0,43,75,F,H,"$48,300 ",29,"$41,650 "
1,12715,15,1,3,0,0,15,15,15,,17,21,32,38,43,4,4,5,F,0,24,85,M,H,"$60,400 ",23,"$31,131 "
1,48675,5,4,5,2,3,10,7.5,7,7.5,18,42,12,31,31,6,14,14,A,0,24,71,F,U,"$64,800 ",33,"$68,750 "
0,10018,,1,8,0,3,0,10,10.63,,5,69,34,52,72,5,5,14,A,1,24,81,F,U,"$106,600 ",16,$0 
1,13265,11,5,20,3,11,10,10.4,7.75,10,7,127,27,40,71,6,14,23,S,1,30,78,F,H,"$41,700 ",24,"$34,142 "
1,48691,20,2,8,1,4,20,12.5,10,20,16,81,15,36,56,5,15,22,A,0,28,70,F,H,"$73,300 ",38,"$34,142 "
0,48707,,2,7,0,4,15,13.5,6.86,,26,127,9,27,45,4,4,22,A,1,32,79,F,H,"$23,300 ",34,"$26,546 "
0,48721,,3,11,3,7,9,8,5.36,8,17,73,12,32,52,6,15,21,A,1,27,37,M,H,"$67,700 ",32,"$54,239 "
1,48527,3,3,12,3,10,12,6.67,4.42,6.67,16,90,13,30,52,5,12,21,S,1,50,,M,U,"$93,100 ",24,$0 
1,49722,3,6,14,3,7,4,3.83,3.5,3.67,18,57,7,23,44,4,12,15,S,1,46,,F,U,"$133,200 ",39,$0 
0,48793,,5,8,3,5,5,6.4,5.63,6.67,18,41,13,31,34,6,16,16,S,1,35,50,F,H,"$133,200 ",36,"$66,716 "
0,48806,,2,5,1,4,23,17,10.6,23,21,81,12,22,45,6,10,16,S,1,31,75,M,H,"$93,300 ",0,$0 
0,48822,,3,3,1,1,7,7.33,7.33,7,15,26,10,21,18,4,8,7,N,0,41,29,F,H,"$47,300 ",43,"$46,095 "
0,48876,,1,1,0,0,20,20,20,,20,20,10,17,15,4,4,6,F,0,51,49,F,H,"$34,700 ",22,"$33,333 "
1,48913,4,12,16,7,8,6,4.58,4.31,5,19,41,12,33,35,6,16,15,S,1,43,62,U,U,"$43,300 ",11,$0 
1,186014,5,6,13,3,7,5,5.33,5,5.67,9,105,22,42,65,7,16,26,A,1,53,73,M,U,"$39,400 ",11,"$36,607 "
0,131652,,4,10,2,5,13,11.5,8,11,19,80,13,33,52,6,15,22,A,0,0,,M,U,"$54,700 ",0,$0 
0,48998,,4,4,2,2,8,8.25,8.25,9,17,33,11,26,26,5,12,10,A,0,43,,M,H,"$38,200 ",26,"$35,598 "
0,42292,,6,26,5,17,4,6.5,4.62,6.8,17,128,12,30,71,6,17,32,S,1,37,75,M,H,"$87,000 ",37,"$44,611 "
1,186396,20,1,7,1,4,25,20,13.14,20,8,75,16,36,55,6,15,20,A,0,36,54,M,H,"$67,900 ",35,"$44,611 "
0,49049,,3,4,2,2,20,16,16,14,18,29,12,26,24,6,13,11,A,0,53,78,F,U,"$35,800 ",30,"$31,354 "
0,49071,,1,1,1,1,25,25,25,25,19,19,12,17,15,4,6,5,F,0,49,,M,H,"$42,500 ",40,"$41,462 "
1,14154,15,3,10,2,3,15,18.33,16.5,20,6,70,25,47,70,6,17,24,A,0,35,75,F,U,"$80,100 ",46,"$38,548 "
0,14687,,6,42,5,17,10,11,8.19,10.8,24,112,17,35,109,5,15,31,A,1,36,73,M,H,"$49,700 ",37,"$38,548 "
1,49093,30,3,8,2,5,30,24.33,15.63,21.5,16,76,13,32,57,6,15,21,A,1,41,,F,U,"$30,000 ",35,$0 
0,49089,,3,7,1,2,25,30,21.43,25,15,44,14,36,41,6,17,17,A,0,36,,M,U,"$49,700 ",37,$0 
0,49085,,3,3,1,1,20,15.33,15.33,16,19,31,12,27,24,6,13,11,A,0,36,66,M,U,"$49,700 ",37,$0 
1,49109,6,4,7,2,3,5,6,5.29,6.5,18,35,12,28,30,6,14,13,A,0,45,,U,U,"$39,400 ",32,$0 
0,49128,,2,6,1,4,20,17.5,10.83,15,19,91,13,32,49,6,15,20,A,0,36,54,F,U,"$37,500 ",30,$0 
0,19987,,4,10,3,6,10,10,7.9,10,15,56,14,32,48,6,15,19,S,1,27,,M,U,"$37,500 ",38,$0 
0,49146,,2,14,1,9,15,13,8.93,15,21,109,11,23,61,5,10,25,S,1,51,,F,U,"$37,900 ",24,$0 
0,49176,,5,31,5,18,8,9.4,5.71,9.4,24,119,12,32,75,6,17,33,S,1,51,67,M,H,"$32,100 ",29,"$29,744 "
0,49175,,2,9,0,3,25,22.5,14.56,,18,104,15,36,65,6,6,27,A,0,53,75,M,U,"$32,100 ",37,"$29,744 "
0,49223,,2,3,2,2,15,15,11.67,15,22,44,10,26,32,4,10,11,A,0,34,71,F,H,"$77,800 ",30,"$59,654 "
1,4320,15,4,6,3,4,16,12.75,11,11.67,15,45,14,34,55,6,15,14,A,1,40,17,F,U,"$73,800 ",35,"$68,684 "
1,14556,50,5,11,4,6,100,38,31.82,41.25,8,53,31,51,64,5,15,16,A,1,28,74,M,H,"$92,600 ",47,"$41,338 "
0,49261,,5,13,1,6,5,5,4.69,5,15,105,12,23,46,6,10,19,S,1,47,46,F,U,"$59,400 ",28,$0 
0,49256,,1,2,1,1,10,10,15,10,16,23,13,21,18,6,10,8,N,0,43,27,F,H,"$53,200 ",40,"$41,809 "
0,49269,,2,4,1,2,15,22.5,23.75,30,18,75,13,32,47,6,15,18,A,0,51,45,M,U,"$48,100 ",29,"$41,972 "
0,49291,,6,18,3,13,10,14.5,11.44,15,18,100,14,35,71,6,16,28,S,1,47,38,M,H,"$37,000 ",24,"$42,125 "
0,49311,,6,16,4,9,6,6.5,6.06,6,17,69,11,31,55,5,15,21,S,1,48,66,F,U,"$70,700 ",53,"$41,408 "
1,4847,10,1,15,1,8,20,20,6.27,20,21,131,14,30,83,6,13,30,A,1,48,,F,U,"$70,700 ",53,"$41,408 "
1,49351,15,2,2,1,1,15,14.2,14.2,13.4,18,35,10,26,25,4,11,10,A,0,40,63,M,H,"$71,200 ",39,"$53,640 "
0,49408,,5,11,2,5,13,11.4,9.64,12.5,16,111,18,34,67,6,13,26,A,0,30,71,M,H,"$40,700 ",37,"$30,793 "
0,49425,,1,13,1,7,10,10,10.38,10,16,63,13,32,54,5,13,20,A,1,27,23,F,U,"$48,000 ",33,"$35,000 "
1,49455,20,2,10,0,6,20,15,6.9,,18,105,13,33,57,6,6,25,A,0,24,75,F,U,"$235,700 ",52,"$49,425 "
1,49439,25,1,1,1,1,25,25,25,25,16,16,12,17,14,5,7,6,F,0,13,49,M,H,"$73,200 ",43,"$49,425 "
1,49519,5,4,16,3,10,5,5.5,6.5,5,16,92,7,19,46,3,9,18,S,1,21,57,M,H,"$46,400 ",38,"$45,096 "
0,49516,,7,11,5,7,5,3.29,3.36,3.4,17,44,13,33,34,6,16,16,S,1,39,,M,H,"$60,700 ",36,"$45,096 "
0,49531,,2,5,1,3,20,17.5,12.8,15,26,76,10,28,45,5,14,18,A,0,39,56,M,U,"$52,400 ",36,"$46,217 "
0,49464,,1,1,1,1,25,25,25,25,23,23,10,17,15,4,7,6,N,0,11,52,M,H,"$82,800 ",29,"$61,834 "
1,49565,5,5,5,3,3,20,15.6,15.6,14.33,18,35,13,30,29,6,15,13,A,0,35,53,M,H,"$84,200 ",30,"$61,834 "
1,188133,5,5,16,4,11,3,5.4,4.75,5,15,77,7,15,32,2,6,13,E,1,41,,F,U,"$82,800 ",0,$0 
0,49614,,2,3,0,1,15,12.5,9.33,,15,42,8,21,24,2,2,8,E,0,50,,F,U,"$27,100 ",12,"$26,583 "
1,49650,10,7,9,3,4,10,10.29,9.78,10,19,44,12,34,39,6,17,17,A,1,47,45,M,H,"$47,200 ",13,"$30,395 "
0,49655,,4,14,2,6,5,11.25,11.07,15,19,130,6,23,48,3,12,20,A,0,47,,F,U,"$33,500 ",20,$0 
0,49697,,2,3,1,2,20,13.5,10.67,7,18,43,12,31,31,6,14,13,A,0,22,54,F,H,"$76,800 ",12,"$60,000 "
